ENTITY_CD,ENTITY_NAME,YEAR,total_enrollment,PER_ECDIS,PER_BLACK,PER_HISP,PER_WHITE,PER_ASIAN,PER_ELL,PER_SWD,PER_FREE_LUNCH,PER_REDUCED_LUNCH,ATTENDANCE_RATE,PER_SUSPENSIONS,county,graduation_rate,dropout_rate,cohort_size
580701020000,SHELTER ISLAND UFSD,2024,172,39,1,30,63,2,13,13,35,1,93.0,1.0,SUFFOLK,91.33333333333333,8.666666666666666,88.0
580801060000,SMITHTOWN CSD,2024,7607,14,2,13,76,7,2,20,12,1,93.0,1.0,SUFFOLK,98.5,0.5,4352.0
580805060000,KINGS PARK CSD,2024,2619,15,1,14,79,4,2,17,14,1,94.0,1.0,SUFFOLK,97.0,0.6666666666666666,1434.0
580901020000,REMSENBURG-SPEONK UFSD,2024,133,33,1,26,67,0,16,22,32,0,94.0,1.0,SUFFOLK,,,
580902020000,WESTHAMPTON BEACH UFSD,2024,1726,25,1,33,60,2,9,13,22,3,95.0,0.0,SUFFOLK,94.16666666666667,3.6666666666666665,1480.0
580903020000,QUOGUE UFSD,2024,75,0,0,13,85,0,4,11,0,0,93.0,0.0,SUFFOLK,,,
580905020000,HAMPTON BAYS UFSD,2024,1993,68,0,66,32,1,33,14,57,6,94.0,2.0,SUFFOLK,94.0,4.0,1168.0
580906030000,SOUTHAMPTON UFSD,2024,1267,53,1,51,37,1,25,18,49,2,94.0,1.0,SUFFOLK,91.33333333333333,2.6666666666666665,938.0
580909020000,BRIDGEHAMPTON UFSD,2024,182,49,14,57,24,1,23,24,49,0,92.0,1.0,SUFFOLK,92.66666666666667,5.333333333333333,80.0
580910080000,SAGAPONACK COMN SD,2024,10,0,20,0,70,0,0,10,0,0,91.0,0.0,SUFFOLK,,,
580912060000,EASTPORT-SOUTH MANOR CSD,2024,2752,26,2,17,78,1,5,18,23,1,93.0,2.0,SUFFOLK,95.66666666666667,3.0,1722.0
580913080000,TUCKAHOE COMMON SD,2024,229,59,2,55,24,1,32,15,55,4,94.0,0.0,SUFFOLK,,,
580917020000,EAST QUOGUE UFSD,2024,367,28,0,32,63,1,21,13,26,0,94.0,1.0,SUFFOLK,,,
581002020000,OYSTERPONDS UFSD,2024,68,0,3,26,66,0,18,7,0,0,93.0,3.0,SUFFOLK,,,
581004020000,FISHERS ISLAND UFSD,2024,56,0,4,11,75,0,0,25,0,0,94.0,4.0,SUFFOLK,72.66666666666667,0.0,36.0
581005020000,SOUTHOLD UFSD,2024,671,44,1,36,61,1,15,17,38,3,93.0,2.0,SUFFOLK,88.33333333333333,6.0,438.0
581010020000,GREENPORT UFSD,2024,637,65,5,64,25,0,23,14,60,5,93.0,3.0,SUFFOLK,78.33333333333333,15.0,338.0
581012020000,MATTITUCK-CUTCHOGUE UFSD,2024,972,33,1,27,71,1,12,19,30,0,94.0,2.0,SUFFOLK,91.16666666666667,4.0,630.0
581015080000,NEW SUFFOLK COMN SD,2024,7,0,0,29,71,0,0,0,0,0,96.0,0.0,SUFFOLK,,,
660101030000,KATONAH-LEWISBORO UFSD,2024,2787,8,1,12,76,3,2,16,7,0,95.0,1.0,WESTCHESTER,97.66666666666667,0.6666666666666666,1454.0
660102060000,BEDFORD CSD,2024,3498,39,3,41,50,3,18,17,25,7,95.0,2.0,WESTCHESTER,90.0,7.0,1920.0
660202030000,CROTON-HARMON UFSD,2024,1570,15,1,19,69,6,3,16,12,2,95.0,0.0,WESTCHESTER,97.33333333333333,1.0,702.0
660203060000,HENDRICK HUDSON CSD,2024,2193,36,6,37,48,4,5,19,28,4,95.0,3.0,WESTCHESTER,94.5,1.6666666666666667,1098.0
660301030000,EASTCHESTER UFSD,2024,3025,3,2,15,65,16,6,17,2,0,95.0,1.0,WESTCHESTER,97.33333333333333,0.0,1508.0
660302030000,TUCKAHOE UFSD,2024,1087,21,9,18,63,7,5,17,18,0,95.0,2.0,WESTCHESTER,97.5,0.6666666666666666,424.0
660303030000,BRONXVILLE UFSD,2024,1553,4,0,9,76,7,1,10,3,0,96.0,1.0,WESTCHESTER,99.66666666666667,0.0,756.0
660401030000,UFSD-TARRYTOWNS,2024,2623,55,3,61,30,3,19,13,50,3,95.0,2.0,WESTCHESTER,,,
660402020000,IRVINGTON UFSD,2024,1734,9,3,12,68,10,1,13,8,0,95.0,0.0,WESTCHESTER,95.66666666666667,0.3333333333333333,772.0
660403030000,DOBBS FERRY UFSD,2024,1492,18,3,20,63,6,2,14,12,1,95.0,1.0,WESTCHESTER,98.0,0.3333333333333333,650.0
660404030000,HASTINGS-ON-HUDSON UFSD,2024,1579,4,2,14,70,5,1,13,2,1,95.0,0.0,WESTCHESTER,100.0,0.0,794.0
660405030000,ARDSLEY UFSD,2024,2323,14,3,15,53,21,2,14,12,1,95.0,1.0,WESTCHESTER,97.66666666666667,0.3333333333333333,1040.0
660406030000,EDGEMONT UFSD,2024,1848,0,2,10,42,37,2,13,0,0,96.0,2.0,WESTCHESTER,98.5,1.0,946.0
660407060000,GREENBURGH CSD,2024,1570,53,30,49,12,6,10,19,42,5,93.0,4.0,WESTCHESTER,90.5,4.333333333333333,718.0
660409020000,ELMSFORD UFSD,2024,1016,49,22,64,6,7,15,13,46,3,93.0,5.0,WESTCHESTER,95.66666666666667,0.6666666666666666,452.0
660410020000,GREENBURGH-GRAHAM UFSD,2024,230,29,37,50,8,1,3,98,23,2,65.0,0.0,WESTCHESTER,,,10.0
660411020000,GREENBURGH ELEVEN UFSD,2024,111,71,42,47,9,1,5,90,66,1,88.0,16.0,WESTCHESTER,38.5,19.5,32.0
660412020000,GREENBURGH-NORTH CASTLE UFSD,2024,439,23,35,44,15,2,1,99,17,0,76.0,0.0,WESTCHESTER,,,2.0
660501060000,HARRISON CSD,2024,3741,21,3,21,59,14,10,17,18,2,94.0,1.0,WESTCHESTER,99.0,0.0,1610.0
660701030000,MAMARONECK UFSD,2024,5513,21,2,23,65,3,6,13,19,1,95.0,0.0,WESTCHESTER,96.33333333333333,2.3333333333333335,2396.0
660801060000,MT PLEASANT CSD,2024,1936,14,1,16,75,6,3,19,11,2,94.0,2.0,WESTCHESTER,,,
660802040000,POCANTICO HILLS CSD,2024,299,16,9,30,37,16,6,10,15,1,95.0,5.0,WESTCHESTER,,,
660803020000,HAWTHORNE-CEDAR KNOLLS UFSD,2024,182,32,43,41,9,2,2,98,26,1,69.0,0.0,WESTCHESTER,,,2.0
660804020000,MT PLEASANT-COTTAGE UFSD,2024,192,87,54,31,11,1,2,91,86,0,62.0,9.0,WESTCHESTER,,,
660805030000,VALHALLA UFSD,2024,1411,25,6,32,50,7,6,10,19,3,95.0,2.0,WESTCHESTER,99.66666666666667,0.3333333333333333,624.0
660806020000,MT PLEASANT-BLYTHEDALE UFSD,2024,124,0,22,44,30,5,0,100,0,0,85.0,0.0,WESTCHESTER,,,
660809030000,PLEASANTVILLE UFSD,2024,1628,16,2,18,70,5,4,20,15,1,95.0,1.0,WESTCHESTER,98.0,0.3333333333333333,814.0
660900010000,MT VERNON SCHOOL DISTRICT,2024,6454,73,62,30,5,2,8,20,73,0,92.0,8.0,WESTCHESTER,,,
661004060000,CHAPPAQUA CSD,2024,3548,6,1,8,69,16,1,12,5,0,96.0,2.0,WESTCHESTER,99.0,0.0,1698.0
661100010000,NEW ROCHELLE CITY SD,2024,9648,60,19,53,22,4,12,18,53,2,91.0,3.0,WESTCHESTER,87.66666666666667,7.0,4698.0
661201060000,BYRAM HILLS CSD,2024,2341,5,1,7,80,7,0,13,4,0,96.0,1.0,WESTCHESTER,98.66666666666667,0.6666666666666666,1046.0
661301040000,NORTH SALEM CSD,2024,963,20,2,21,72,2,3,19,17,1,94.0,1.0,WESTCHESTER,98.66666666666667,0.6666666666666666,546.0
661401030000,OSSINING UFSD,2024,4703,59,8,68,18,3,21,14,52,5,95.0,2.0,WESTCHESTER,84.16666666666667,4.0,2374.0
661402020000,BRIARCLIFF MANOR UFSD,2024,1346,3,2,12,63,16,1,8,2,0,96.0,0.0,WESTCHESTER,99.0,0.0,798.0
661500010000,PEEKSKILL CITY SD,2024,3520,61,14,76,5,1,32,15,40,0,96.0,6.0,WESTCHESTER,83.16666666666667,7.666666666666667,1558.0
661601030000,PELHAM UFSD,2024,2836,13,5,17,63,6,1,12,11,0,95.0,1.0,WESTCHESTER,99.66666666666667,0.0,1352.0
661800010000,RYE CITY SD,2024,2827,2,1,9,77,8,3,12,1,1,95.0,1.0,WESTCHESTER,99.66666666666667,0.0,1426.0
661901030000,RYE NECK UFSD,2024,1482,17,2,22,59,9,7,11,15,1,96.0,1.0,WESTCHESTER,97.0,1.0,728.0
661904030000,PORT CHESTER-RYE UFSD,2024,4447,79,3,85,10,1,39,16,71,7,93.0,3.0,WESTCHESTER,89.66666666666667,6.0,2194.0
661905020000,BLIND BROOK-RYE UFSD,2024,1296,0,1,10,73,9,1,14,0,0,96.0,0.0,WESTCHESTER,98.66666666666667,0.0,612.0
662001030000,SCARSDALE UFSD,2024,4702,0,1,9,57,25,2,14,0,0,94.0,0.0,WESTCHESTER,99.66666666666667,0.0,2204.0
662101060000,SOMERS CSD,2024,2523,13,1,15,77,3,2,20,11,1,95.0,1.0,WESTCHESTER,98.33333333333333,1.0,1572.0
662200010000,WHITE PLAINS CITY SD,2024,6742,56,11,59,21,4,19,17,49,3,96.0,2.0,WESTCHESTER,93.33333333333333,3.0,3402.0
662300010000,YONKERS CITY SD,2024,22701,75,16,62,14,5,14,20,70,5,88.0,4.0,WESTCHESTER,91.77083333333333,2.2916666666666665,10226.0
662401060000,LAKELAND CSD,2024,5319,32,7,31,53,5,3,17,25,4,95.0,2.0,WESTCHESTER,95.66666666666667,0.8333333333333334,2814.0
662402060000,YORKTOWN CSD,2024,3412,15,3,16,72,7,2,18,12,0,95.0,2.0,WESTCHESTER,96.66666666666667,1.6666666666666667,1634.0
